churn,path
2,x-pack/plugins/infra/public/components/alerting/inventory/node_type.tsx
2,x-pack/plugins/infra/public/components/alerting/logs/validation.ts
2,x-pack/plugins/infra/public/components/alerting/metrics/alert_dropdown.tsx
2,x-pack/plugins/infra/public/components/basic_table/index.ts
2,x-pack/plugins/infra/public/components/beta_badge.tsx
2,x-pack/plugins/infra/public/components/data_search_progress.tsx
2,x-pack/plugins/infra/public/components/header/external_header.tsx
2,x-pack/plugins/infra/public/components/inventory/layout.tsx
2,x-pack/plugins/infra/public/components/log_stream/index.ts
2,x-pack/plugins/infra/public/components/logging/log_analysis_results/category_expression.tsx
2,x-pack/plugins/infra/public/components/logging/log_analysis_results/datasets_selector.tsx
2,x-pack/plugins/infra/public/components/logging/log_analysis_results/first_use_callout.tsx
2,x-pack/plugins/infra/public/components/logging/log_analysis_results/index.ts
2,x-pack/plugins/infra/public/components/logging/log_analysis_setup/initial_configuration_step/index.ts
2,x-pack/plugins/infra/public/components/logging/log_analysis_setup/missing_privileges_messages.ts
2,x-pack/plugins/infra/public/components/logging/log_analysis_setup/process_step/index.ts
2,x-pack/plugins/infra/public/components/logging/log_analysis_setup/setup_flyout/index.tsx
2,x-pack/plugins/infra/public/components/logging/log_analysis_setup/setup_flyout/log_entry_rate_setup_view.tsx
2,x-pack/plugins/infra/public/components/logging/log_entry_examples/log_entry_examples_loading_indicator.tsx
2,x-pack/plugins/infra/public/components/logging/log_minimap/time_label_formatter.tsx
2,x-pack/plugins/infra/public/components/logging/log_text_stream/log_text_separator.tsx
2,x-pack/plugins/infra/public/components/logging/log_text_stream/relative_time.tsx
2,x-pack/plugins/infra/public/components/metrics_explorer/aggregation.tsx
2,x-pack/plugins/infra/public/components/metrics_explorer/empty_chart.tsx
2,x-pack/plugins/infra/public/components/metrics_explorer/helpers/create_formatter_for_metric.ts
2,x-pack/plugins/infra/public/components/metrics_explorer/helpers/create_formatter_for_metrics.test.ts
2,x-pack/plugins/infra/public/components/metrics_explorer/helpers/create_metric_label.test.ts
2,x-pack/plugins/infra/public/components/metrics_explorer/helpers/create_metric_label.ts
2,x-pack/plugins/infra/public/components/metrics_explorer/helpers/get_chart_theme.ts
