complexity,path
7,x-pack/plugins/infra/public/pages/metrics/metric_detail/components/series_chart.tsx
2,x-pack/plugins/infra/public/pages/metrics/metric_detail/components/side_nav.tsx
4,x-pack/plugins/infra/public/pages/metrics/metric_detail/components/sub_section.tsx
3,x-pack/plugins/infra/public/pages/metrics/metric_detail/components/time_controls.tsx
5,x-pack/plugins/infra/public/pages/metrics/metric_detail/index.tsx
2,x-pack/plugins/infra/public/pages/metrics/metrics_explorer/components/aggregation.tsx
14,x-pack/plugins/infra/public/pages/metrics/metrics_explorer/components/chart.tsx
20,x-pack/plugins/infra/public/pages/metrics/metrics_explorer/components/chart_context_menu.tsx
6,x-pack/plugins/infra/public/pages/metrics/metrics_explorer/components/chart_title.tsx
12,x-pack/plugins/infra/public/pages/metrics/metrics_explorer/components/charts.tsx
9,x-pack/plugins/infra/public/pages/metrics/metrics_explorer/components/group_by.tsx
5,x-pack/plugins/infra/public/pages/metrics/metrics_explorer/components/kuery_bar.tsx
5,x-pack/plugins/infra/public/pages/metrics/metrics_explorer/components/metrics.tsx
12,x-pack/plugins/infra/public/pages/metrics/metrics_explorer/components/series_chart.tsx
4,x-pack/plugins/infra/public/pages/metrics/metrics_explorer/components/toolbar.tsx
1,x-pack/plugins/infra/public/pages/metrics/metrics_explorer/hooks/use_metric_explorer_state.test.tsx
1,x-pack/plugins/infra/public/pages/metrics/metrics_explorer/hooks/use_metrics_explorer_options.test.tsx
4,x-pack/plugins/infra/public/pages/metrics/metrics_explorer/index.tsx
2,x-pack/plugins/infra/public/pages/metrics/page_template.tsx
1,x-pack/plugins/infra/public/pages/metrics/settings/input_fields.tsx
1,x-pack/plugins/infra/public/pages/metrics/settings/source_configuration_form_state.tsx
15,x-pack/plugins/infra/public/pages/metrics/settings/source_configuration_settings.tsx
1,x-pack/plugins/infra/public/test_utils/use_global_storybook_theme.tsx
2,x-pack/plugins/infra/public/utils/enzyme_helpers.tsx
1,x-pack/plugins/infra/public/utils/log_column_render_configuration.tsx
3,x-pack/plugins/infra/public/utils/redirect_with_query_params.tsx
5,x-pack/plugins/infra/public/utils/typed_react.tsx
23,x-pack/plugins/infra/public/utils/url_state.tsx
12,x-pack/plugins/infra/server/deprecations.ts
11,x-pack/plugins/infra/server/lib/adapters/framework/kibana_framework_adapter.ts
22,x-pack/plugins/infra/server/lib/adapters/log_entries/kibana_log_entries_adapter.ts
11,x-pack/plugins/infra/server/lib/adapters/metrics/kibana_metrics_adapter.ts
1,x-pack/plugins/infra/server/lib/adapters/metrics/lib/check_valid_node.ts
5,x-pack/plugins/infra/server/lib/adapters/source_status/elasticsearch_source_status_adapter.ts
10,x-pack/plugins/infra/server/lib/alerting/common/messages.ts
4,x-pack/plugins/infra/server/lib/alerting/common/utils.ts
30,x-pack/plugins/infra/server/lib/alerting/inventory_metric_threshold/evaluate_condition.ts
46,x-pack/plugins/infra/server/lib/alerting/inventory_metric_threshold/inventory_metric_threshold_executor.ts
22,x-pack/plugins/infra/server/lib/alerting/log_threshold/log_threshold_chart_preview.ts
36,x-pack/plugins/infra/server/lib/alerting/log_threshold/log_threshold_executor.ts
1,x-pack/plugins/infra/server/lib/alerting/log_threshold/reason_formatters.ts
1,x-pack/plugins/infra/server/lib/alerting/log_threshold/register_log_threshold_rule_type.ts
2,x-pack/plugins/infra/server/lib/alerting/metric_anomaly/evaluate_condition.ts
7,x-pack/plugins/infra/server/lib/alerting/metric_anomaly/metric_anomaly_executor.ts
22,x-pack/plugins/infra/server/lib/alerting/metric_anomaly/preview_metric_anomaly_alert.ts
1,x-pack/plugins/infra/server/lib/alerting/metric_threshold/lib/create_percentile_aggregation.ts
4,x-pack/plugins/infra/server/lib/alerting/metric_threshold/lib/create_timerange.ts
67,x-pack/plugins/infra/server/lib/alerting/metric_threshold/lib/evaluate_rule.ts
18,x-pack/plugins/infra/server/lib/alerting/metric_threshold/lib/metric_query.ts
26,x-pack/plugins/infra/server/lib/alerting/metric_threshold/metric_threshold_executor.test.ts
53,x-pack/plugins/infra/server/lib/alerting/metric_threshold/metric_threshold_executor.ts
1,x-pack/plugins/infra/server/lib/alerting/register_rule_types.ts
18,x-pack/plugins/infra/server/lib/domains/log_entries_domain/log_entries_domain.ts
4,x-pack/plugins/infra/server/lib/host_details/process_list.ts
1,x-pack/plugins/infra/server/lib/host_details/process_list_chart.ts
5,x-pack/plugins/infra/server/lib/infra_ml/common.ts
1,x-pack/plugins/infra/server/lib/infra_ml/errors.ts
10,x-pack/plugins/infra/server/lib/infra_ml/metrics_hosts_anomalies.ts
9,x-pack/plugins/infra/server/lib/infra_ml/metrics_k8s_anomalies.ts
2,x-pack/plugins/infra/server/lib/infra_ml/queries/common.ts
7,x-pack/plugins/infra/server/lib/infra_ml/queries/metrics_hosts_anomalies.ts
7,x-pack/plugins/infra/server/lib/infra_ml/queries/metrics_k8s_anomalies.ts
5,x-pack/plugins/infra/server/lib/log_analysis/common.ts
1,x-pack/plugins/infra/server/lib/log_analysis/errors.ts
32,x-pack/plugins/infra/server/lib/log_analysis/log_entry_anomalies.ts
19,x-pack/plugins/infra/server/lib/log_analysis/log_entry_categories_analysis.ts
8,x-pack/plugins/infra/server/lib/log_analysis/log_entry_categories_datasets_stats.ts
12,x-pack/plugins/infra/server/lib/log_analysis/log_entry_rate_analysis.ts
2,x-pack/plugins/infra/server/lib/log_analysis/queries/common.ts
5,x-pack/plugins/infra/server/lib/log_analysis/queries/log_entry_anomalies.ts
2,x-pack/plugins/infra/server/lib/log_analysis/queries/log_entry_examples.ts
1,x-pack/plugins/infra/server/lib/log_analysis/queries/top_log_entry_categories.ts
23,x-pack/plugins/infra/server/lib/metrics/index.ts
18,x-pack/plugins/infra/server/lib/metrics/lib/calculate_bucket_size/calculate_auto.ts
20,x-pack/plugins/infra/server/lib/metrics/lib/calculate_bucket_size/index.ts
8,x-pack/plugins/infra/server/lib/metrics/lib/calculate_bucket_size/unit_to_seconds.ts
4,x-pack/plugins/infra/server/lib/metrics/lib/calculate_interval.ts
2,x-pack/plugins/infra/server/lib/metrics/lib/convert_histogram_buckets_to_timeseries.test.ts
18,x-pack/plugins/infra/server/lib/metrics/lib/convert_histogram_buckets_to_timeseries.ts
4,x-pack/plugins/infra/server/lib/metrics/lib/create_aggregations.ts
1,x-pack/plugins/infra/server/lib/sources/migrations/7_13_0_convert_log_alias_to_log_indices.ts
1,x-pack/plugins/infra/server/lib/sources/migrations/7_16_2_extract_inventory_default_view_reference.ts
1,x-pack/plugins/infra/server/lib/sources/migrations/7_16_2_extract_metrics_explorer_default_view_reference.ts
4,x-pack/plugins/infra/server/lib/sources/migrations/7_9_0_add_new_indexing_strategy_index_names.ts
22,x-pack/plugins/infra/server/lib/sources/saved_object_references.ts
7,x-pack/plugins/infra/server/lib/sources/sources.ts
1,x-pack/plugins/infra/server/plugin.ts
8,x-pack/plugins/infra/server/routes/infra_ml/results/metrics_hosts_anomalies.ts
7,x-pack/plugins/infra/server/routes/infra_ml/results/metrics_k8s_anomalies.ts
10,x-pack/plugins/infra/server/routes/inventory_metadata/lib/get_cloud_metadata.ts
2,x-pack/plugins/infra/server/routes/ip_to_hostname.ts
5,x-pack/plugins/infra/server/routes/log_alerts/chart_preview_data.ts
7,x-pack/plugins/infra/server/routes/log_analysis/results/log_entry_anomalies.ts
7,x-pack/plugins/infra/server/routes/log_analysis/results/log_entry_anomalies_datasets.ts
8,x-pack/plugins/infra/server/routes/log_analysis/results/log_entry_categories.ts
7,x-pack/plugins/infra/server/routes/log_analysis/results/log_entry_category_datasets.ts
7,x-pack/plugins/infra/server/routes/log_analysis/results/log_entry_category_datasets_stats.ts
7,x-pack/plugins/infra/server/routes/log_analysis/results/log_entry_category_examples.ts
7,x-pack/plugins/infra/server/routes/log_analysis/results/log_entry_examples.ts
5,x-pack/plugins/infra/server/routes/log_analysis/validation/datasets.ts
10,x-pack/plugins/infra/server/routes/log_analysis/validation/indices.ts
8,x-pack/plugins/infra/server/routes/log_entries/highlights.ts
12,x-pack/plugins/infra/server/routes/log_sources/configuration.ts
5,x-pack/plugins/infra/server/routes/log_sources/status.ts
2,x-pack/plugins/infra/server/routes/metadata/index.ts
2,x-pack/plugins/infra/server/routes/metadata/lib/get_cloud_metric_metadata.ts
2,x-pack/plugins/infra/server/routes/metadata/lib/get_metric_metadata.ts
5,x-pack/plugins/infra/server/routes/metadata/lib/get_node_info.ts
1,x-pack/plugins/infra/server/routes/metadata/lib/get_pod_node_name.ts
2,x-pack/plugins/infra/server/routes/metadata/lib/pick_feature_name.ts
7,x-pack/plugins/infra/server/routes/metrics_explorer/index.ts
9,x-pack/plugins/infra/server/routes/metrics_explorer/lib/convert_metric_to_metrics_api_metric.ts
11,x-pack/plugins/infra/server/routes/metrics_explorer/lib/convert_request_to_metrics_api_options.ts
4,x-pack/plugins/infra/server/routes/metrics_explorer/lib/find_interval_for_metrics.ts
1,x-pack/plugins/infra/server/routes/metrics_explorer/lib/get_dataset_for_field.ts
5,x-pack/plugins/infra/server/routes/metrics_explorer/lib/query_total_groupings.ts
4,x-pack/plugins/infra/server/routes/metrics_explorer/lib/transform_series.ts
10,x-pack/plugins/infra/server/routes/metrics_sources/index.ts
1,x-pack/plugins/infra/server/routes/overview/lib/convert_es_response_to_top_nodes_response.ts
4,x-pack/plugins/infra/server/routes/overview/lib/create_top_nodes_query.ts
4,x-pack/plugins/infra/server/routes/overview/lib/get_matadata_from_node_bucket.ts
1,x-pack/plugins/infra/server/routes/snapshot/index.ts
16,x-pack/plugins/infra/server/routes/snapshot/lib/apply_metadata_to_last_path.ts
7,x-pack/plugins/infra/server/routes/snapshot/lib/copy_missing_metrics.ts
5,x-pack/plugins/infra/server/routes/snapshot/lib/create_timerange_with_interval.ts
4,x-pack/plugins/infra/server/routes/snapshot/lib/get_metrics_aggregations.ts
20,x-pack/plugins/infra/server/routes/snapshot/lib/get_nodes.ts
2,x-pack/plugins/infra/server/routes/snapshot/lib/query_all_data.ts
11,x-pack/plugins/infra/server/routes/snapshot/lib/transform_metrics_ui_response.ts
10,x-pack/plugins/infra/server/routes/snapshot/lib/transform_request_to_metrics_api_request.ts
8,x-pack/plugins/infra/server/routes/snapshot/lib/transform_snapshot_metrics_to_metrics_api_metrics.ts
5,x-pack/plugins/infra/server/services/log_entries/log_entries_search_strategy.test.ts
31,x-pack/plugins/infra/server/services/log_entries/log_entries_search_strategy.ts
5,x-pack/plugins/infra/server/services/log_entries/log_entry_search_strategy.test.ts
6,x-pack/plugins/infra/server/services/log_entries/log_entry_search_strategy.ts
21,x-pack/plugins/infra/server/services/log_entries/message/message.ts
9,x-pack/plugins/infra/server/services/log_entries/queries/log_entries.ts
3,x-pack/plugins/infra/server/usage/usage_collector.ts
3,x-pack/plugins/infra/server/utils/calculate_metric_interval.ts
1,x-pack/plugins/infra/server/utils/create_afterkey_handler.ts
3,x-pack/plugins/infra/server/utils/get_all_composite_data.ts
2,x-pack/plugins/infra/server/utils/get_all_metrics_data.ts
1,x-pack/plugins/infra/server/utils/get_interval_in_seconds.ts
3,x-pack/plugins/infra/server/utils/request_context.ts
1,x-pack/plugins/infra/server/utils/round_timestamp.ts
6,x-pack/plugins/infra/server/utils/serialized_query.ts
5,x-pack/plugins/infra/server/utils/typed_search_strategy.ts
